DateClean,cafe,SubTotal,Items,Proj_Calories,Count,Bottled_LC,Bottled_HC,LC%,TotalSales,DateClean,cafe,Day_of_Week,Week,Treatment,Coupon,Week_of_Qtr,2,3,4,5,1,Cal_p_Dollar
2014-03-10,Law,3.5562631578947395,1.568421052631579,248.58656584301372,190,38,17,0.6909090909090909,675.6900000000005,2014-03-10,Law,1,2014_Winter_W9,BL2,0,9,0,0,0,0,1,69.90106041257467
2014-03-10,Stuart,4.851379310344835,1.632183908045977,346.0853523288797,261,31,51,0.3780487804878049,1266.2100000000019,2014-03-10,Stuart,1,2014_Winter_W9,BL2,0,9,0,0,0,0,1,71.33751665034826
2014-03-11,GCIS,4.770156250000004,1.65625,360.3758399233073,192,27,29,0.48214285714285715,915.8700000000008,2014-03-11,GCIS,2,2014_Winter_W9,BL2,0,9,1,0,0,0,0,75.5480158377007
2014-03-11,Harris,3.4225217391304406,1.4869565217391305,231.8323361806077,230,24,26,0.48,787.1800000000013,2014-03-11,Harris,2,2014_Winter_W9,BL2,0,9,1,0,0,0,0,67.73728667082457
2014-03-11,Law,3.4944520547945177,1.6506849315068493,238.63899036616215,146,32,12,0.7272727272727273,510.1899999999996,2014-03-11,Law,2,2014_Winter_W9,BL2,0,9,1,0,0,0,0,68.29081830976637
2014-03-11,Stuart,4.068364779874221,1.5157232704402517,284.43300192607995,318,41,50,0.45054945054945056,1293.7400000000023,2014-03-11,Stuart,2,2014_Winter_W9,BL2,0,9,1,0,0,0,0,69.91334782297314
2014-03-12,GCIS,4.554025974025981,1.6666666666666667,352.646983219497,231,24,29,0.4528301886792453,1051.9800000000016,2014-03-12,GCIS,3,2014_Winter_W9,BL2,0,9,0,1,0,0,0,77.43631354560323
2014-03-12,Harris,3.9118061674008846,1.4581497797356828,258.7637432879586,227,31,28,0.5254237288135594,887.9800000000008,2014-03-12,Harris,3,2014_Winter_W9,BL2,0,9,0,1,0,0,0,66.1494287330419
2014-03-12,Law,3.2897890295358674,1.459915611814346,230.99050983919577,237,54,38,0.5869565217391305,779.6800000000005,2014-03-12,Law,3,2014_Winter_W9,BL2,0,9,0,1,0,0,0,70.2143838906851
2014-03-12,Stuart,5.120259259259267,1.637037037037037,370.2713369935659,270,25,40,0.38461538461538464,1382.470000000002,2014-03-12,Stuart,3,2014_Winter_W9,BL2,0,9,0,1,0,0,0,72.3149587247916
2014-03-13,GCIS,4.4455696202531705,1.6455696202531647,328.8843970919496,237,32,35,0.47761194029850745,1053.6000000000015,2014-03-13,GCIS,4,2014_Winter_W9,BL2,0,9,0,0,1,0,0,73.98026016589972
2014-03-13,Harris,3.5909595959596,1.5404040404040404,255.26324594084525,198,26,25,0.5098039215686274,711.0100000000008,2014-03-13,Harris,4,2014_Winter_W9,BL2,0,9,0,0,1,0,0,71.08496743546125
2014-03-13,Law,2.666666666666666,1.6666666666666667,226.7959964066879,21,5,2,0.7142857142857143,55.999999999999986,2014-03-13,Law,4,2014_Winter_W9,BL2,0,9,0,0,1,0,0,85.04849865250797
2014-03-13,Stuart,4.963333333333336,1.7538461538461538,367.6441708021319,195,17,35,0.3269230769230769,967.8500000000005,2014-03-13,Stuart,4,2014_Winter_W9,BL2,0,9,0,0,1,0,0,74.07202904005341
2014-03-14,GCIS,4.621891891891895,1.6432432432432433,345.40163654063633,185,25,32,0.43859649122807015,855.0500000000006,2014-03-14,GCIS,5,2014_Winter_W9,BL2,0,9,0,0,0,1,0,74.73165634760268
2014-03-14,Harris,3.7001298701298704,1.4545454545454546,233.76103544058208,77,14,8,0.6363636363636364,284.91,2014-03-14,Harris,5,2014_Winter_W9,BL2,0,9,0,0,0,1,0,63.17644073189716
2014-03-14,Law,3.3175918367346955,1.4040816326530612,210.27772766327755,245,50,33,0.6024096385542169,812.8100000000004,2014-03-14,Law,5,2014_Winter_W9,BL2,0,9,0,0,0,1,0,63.38263958059445
2014-03-14,Stuart,4.568435374149662,1.598639455782313,312.12109200778133,147,13,29,0.30952380952380953,671.5600000000004,2014-03-14,Stuart,5,2014_Winter_W9,BL2,0,9,0,0,0,1,0,68.32122301081635
2014-03-17,GCIS,5.1369801980198035,1.7574257425742574,365.86276640871796,202,32,31,0.5079365079365079,1037.6700000000003,2014-03-17,GCIS,1,2014_Winter_W10,BL2,0,10,0,0,0,0,1,71.22136981367969
2014-03-17,Harris,3.8962068965517243,1.5379310344827586,239.25732299746602,145,26,20,0.5652173913043478,564.95,2014-03-17,Harris,1,2014_Winter_W10,BL2,0,10,0,0,0,0,1,61.40775614591127
2014-03-17,Law,4.112340425531914,1.6595744680851063,287.289492312235,47,15,8,0.6521739130434783,193.27999999999997,2014-03-17,Law,1,2014_Winter_W10,BL2,0,10,0,0,0,0,1,69.86033805191974
2014-03-17,Stuart,4.673353293413177,1.7125748502994012,362.25189678083206,167,22,27,0.4489795918367347,780.4500000000005,2014-03-17,Stuart,1,2014_Winter_W10,BL2,0,10,0,0,0,0,1,77.51434014017414
2014-03-18,GCIS,4.0359574468085135,1.5212765957446808,301.9614533416864,188,26,24,0.52,758.7600000000006,2014-03-18,GCIS,2,2014_Winter_W10,BL2,0,10,1,0,0,0,0,74.8177990777545
2014-03-18,Harris,3.565172413793101,1.4942528735632183,271.36996005135705,87,10,13,0.43478260869565216,310.1699999999998,2014-03-18,Harris,2,2014_Winter_W10,BL2,0,10,1,0,0,0,0,76.11692466862714
2014-03-18,Law,3.6795454545454547,1.5757575757575757,284.28699377338023,66,17,8,0.68,242.85000000000002,2014-03-18,Law,2,2014_Winter_W10,BL2,0,10,1,0,0,0,0,77.26144364440228
2014-03-18,Stuart,5.315333333333334,1.8074074074074074,381.03652495775793,135,13,20,0.3939393939393939,717.5700000000002,2014-03-18,Stuart,2,2014_Winter_W10,BL2,0,10,1,0,0,0,0,71.68628965717257
2014-03-19,GCIS,4.566964285714292,1.625,341.5601107724666,224,27,32,0.4576271186440678,1023.0000000000014,2014-03-19,GCIS,3,2014_Winter_W10,BL2,0,10,0,1,0,0,0,74.78931066767588
2014-03-19,Harris,4.027078651685393,1.4943820224719102,291.8055280363767,89,10,9,0.5263157894736842,358.40999999999997,2014-03-19,Harris,3,2014_Winter_W10,BL2,0,10,0,1,0,0,0,72.46084650327147
2014-03-19,Law,4.385471698113208,1.7169811320754718,375.9308183207315,53,10,7,0.5882352941176471,232.43000000000004,2014-03-19,Law,3,2014_Winter_W10,BL2,0,10,0,1,0,0,0,85.72186624359492
2014-03-19,Stuart,5.155123456790126,1.7098765432098766,379.4598311700464,162,18,27,0.4,835.1300000000005,2014-03-19,Stuart,3,2014_Winter_W10,BL2,0,10,0,1,0,0,0,73.6082917025463
2014-03-20,GCIS,4.710170454545459,1.6931818181818181,361.4576624203302,176,17,26,0.3953488372093023,828.9900000000007,2014-03-20,GCIS,4,2014_Winter_W10,BL2,0,10,0,0,1,0,0,76.73982627773321
2014-03-20,Harris,4.483150684931507,1.6164383561643836,332.41970325839065,73,10,6,0.625,327.27000000000004,2014-03-20,Harris,4,2014_Winter_W10,BL2,0,10,0,0,1,0,0,74.14867949357568
2014-03-20,Law,4.076888888888889,1.7555555555555555,301.73849620422914,45,10,8,0.5555555555555556,183.46,2014-03-20,Law,4,2014_Winter_W10,BL2,0,10,0,0,1,0,0,74.0119499029233
2014-03-20,Stuart,4.52572368421053,1.644736842105263,310.34844473409015,152,20,31,0.39215686274509803,687.9100000000005,2014-03-20,Stuart,4,2014_Winter_W10,BL2,0,10,0,0,1,0,0,68.57432454766126
2014-03-21,GCIS,4.355375722543356,1.6242774566473988,330.2964644150263,173,21,36,0.3684210526315789,753.4800000000006,2014-03-21,GCIS,5,2014_Winter_W10,BL2,0,10,0,0,0,1,0,75.83650308408917
2014-03-21,Harris,4.676274509803922,1.6862745098039216,326.22159138772366,51,5,9,0.35714285714285715,238.49,2014-03-21,Harris,5,2014_Winter_W10,BL2,0,10,0,0,0,1,0,69.76100113536796
2014-03-21,Law,3.896969696969697,1.5757575757575757,318.74392239859696,33,7,4,0.6363636363636364,128.6,2014-03-21,Law,5,2014_Winter_W10,BL2,0,10,0,0,0,1,0,81.79276391254821
2014-03-21,Stuart,4.362222222222222,1.6666666666666667,268.7181678420911,72,15,9,0.625,314.08,2014-03-21,Stuart,5,2014_Winter_W10,BL2,0,10,0,0,0,1,0,61.60121015228782
2014-03-24,GCIS,4.849439252336452,1.6261682242990654,366.19646105858874,214,28,26,0.5185185185185185,1037.7800000000007,2014-03-24,GCIS,1,2014_Winter_W11,BL2,0,11,0,0,0,0,1,75.51315564622361
2014-03-24,Law,4.464769230769232,1.8153846153846154,359.3707117082365,65,15,6,0.7142857142857143,290.21000000000004,2014-03-24,Law,1,2014_Winter_W11,BL2,0,11,0,0,0,0,1,80.49032170164836
2014-03-25,GCIS,4.488333333333335,1.623931623931624,353.4389083135399,234,29,38,0.43283582089552236,1050.2700000000004,2014-03-25,GCIS,2,2014_Winter_W11,BL2,0,11,1,0,0,0,0,78.74613627483248
2014-03-25,Law,4.068235294117647,1.588235294117647,313.56228692613314,51,6,8,0.42857142857142855,207.48000000000002,2014-03-25,Law,2,2014_Winter_W11,BL2,0,11,1,0,0,0,0,77.07575011197605
2014-03-26,GCIS,4.808028169014087,1.647887323943662,367.3420154560014,213,26,41,0.3880597014925373,1024.1100000000006,2014-03-26,GCIS,3,2014_Winter_W11,BL2,0,11,0,1,0,0,0,76.40180184953593
2014-03-26,Law,4.156231884057972,1.6521739130434783,353.8058310301511,69,10,8,0.5555555555555556,286.78000000000003,2014-03-26,Law,3,2014_Winter_W11,BL2,0,11,0,1,0,0,0,85.12658602789743
2014-03-27,GCIS,4.430588235294124,1.6745098039215687,336.54087108934317,255,36,41,0.4675324675324675,1129.8000000000015,2014-03-27,GCIS,4,2014_Winter_W11,BL2,0,11,0,0,1,0,0,75.95850781357974
2014-03-27,Law,3.3743605870021023,1.4779874213836477,241.84313209456317,477,82,46,0.640625,1609.570000000003,2014-03-27,Law,4,2014_Winter_W11,BL2,0,11,0,0,1,0,0,71.67080276664353
2014-03-28,GCIS,4.446991869918707,1.5934959349593496,338.79645015692137,246,25,38,0.3968253968253968,1093.960000000002,2014-03-28,GCIS,5,2014_Winter_W11,BL2,0,11,0,0,0,1,0,76.18553396705775
2014-03-28,Law,3.349513677811555,1.4559270516717324,230.60156438341875,329,56,36,0.6086956521739131,1101.9900000000016,2014-03-28,Law,5,2014_Winter_W11,BL2,0,11,0,0,0,1,0,68.8462823457061
2014-03-31,GCIS,4.512524271844665,1.6262135922330097,323.2476461217578,206,30,31,0.4918032786885246,929.580000000001,2014-03-31,GCIS,1,2014_Winter_W11,BL2,0,11,0,0,0,0,1,71.63344209329163
2014-03-31,Law,3.2276510067114237,1.389261744966443,203.27085064971993,447,103,52,0.6645161290322581,1442.7600000000064,2014-03-31,Law,1,2014_Winter_W11,BL2,0,11,0,0,0,0,1,62.97795214756744
2014-03-31,Stuart,4.872390243902442,1.5902439024390245,339.12498424822525,205,38,35,0.5205479452054794,998.8400000000005,2014-03-31,Stuart,1,2014_Winter_W11,BL2,0,11,0,0,0,0,1,69.6013593477295
2014-10-01,GCIS,4.473910891089112,1.5495049504950495,300.8166776152243,202,23,29,0.4423076923076923,903.7300000000006,2014-10-01,GCIS,3,2014_Fall_W0,BL1,0,0,0,1,0,0,0,67.23796806377487
2014-10-01,Harris,4.160902255639098,1.4360902255639099,279.407566370615,133,16,21,0.43243243243243246,553.4000000000001,2014-10-01,Harris,3,2014_Fall_W0,BL1,0,0,0,1,0,0,0,67.1507161678565
2014-10-01,Stuart,4.50720930232558,1.449612403100775,294.1656135675288,129,14,27,0.34146341463414637,581.4299999999998,2014-10-01,Stuart,3,2014_Fall_W0,BL1,0,0,0,1,0,0,0,65.26557651000331
2014-10-02,GCIS,4.677791164658635,1.5783132530120483,316.96238360626523,249,23,30,0.4339622641509434,1164.7700000000002,2014-10-02,GCIS,4,2014_Fall_W0,BL1,0,0,0,0,1,0,0,67.75898548036096
2014-10-02,Harris,3.2432584269662925,1.303370786516854,218.18942857297833,178,16,12,0.5714285714285714,577.3000000000001,2014-10-02,Harris,4,2014_Fall_W0,BL1,0,0,0,0,1,0,0,67.27475885326544
2014-10-02,Stuart,4.368341013824888,1.4746543778801844,268.6877332301239,217,30,48,0.38461538461538464,947.9300000000006,2014-10-02,Stuart,4,2014_Fall_W0,BL1,0,0,0,0,1,0,0,61.50795745565268
2014-10-03,GCIS,4.6999107142857195,1.5267857142857142,303.7148978501185,224,23,21,0.5227272727272727,1052.780000000001,2014-10-03,GCIS,5,2014_Fall_W0,BL1,0,0,0,0,0,1,0,64.62141864247656
2014-10-03,Harris,4.184418604651162,1.5813953488372092,302.7555787074744,86,8,18,0.3076923076923077,359.85999999999996,2014-10-03,Harris,5,2014_Fall_W0,BL1,0,0,0,0,0,1,0,72.35308111166232
2014-10-03,Stuart,4.776542056074765,1.4766355140186915,322.07022390810715,107,9,24,0.2727272727272727,511.0899999999999,2014-10-03,Stuart,5,2014_Fall_W0,BL1,0,0,0,0,0,1,0,67.42748627084755
2014-10-06,GCIS,4.3311538461538515,1.4519230769230769,280.39809978480395,208,23,27,0.46,900.8800000000011,2014-10-06,GCIS,1,2014_Fall_W1,BL1,0,1,0,0,0,0,1,64.73981524202907
2014-10-06,Harris,3.3716176470588235,1.3235294117647058,232.8594685736226,136,12,20,0.375,458.54,2014-10-06,Harris,1,2014_Fall_W1,BL1,0,1,0,0,0,0,1,69.06461317663164
2014-10-06,Law,3.265740318906615,1.2824601366742596,200.6467813332978,439,61,32,0.6559139784946236,1433.660000000004,2014-10-06,Law,1,2014_Fall_W1,BL1,0,1,0,0,0,0,1,61.43990695514801
2014-10-06,Stuart,4.90708333333334,1.5138888888888888,338.66062331205984,144,13,24,0.35135135135135137,706.6200000000009,2014-10-06,Stuart,1,2014_Fall_W1,BL1,0,1,0,0,0,0,1,69.01464684970217
2014-10-07,GCIS,4.629768518518522,1.6064814814814814,296.1622852224298,216,28,27,0.509090909090909,1000.0300000000007,2014-10-07,GCIS,2,2014_Fall_W1,BL1,0,1,1,0,0,0,0,63.96913453400877
2014-10-07,Harris,3.484843750000003,1.34375,229.39017800277918,192,26,25,0.5098039215686274,669.0900000000006,2014-10-07,Harris,2,2014_Fall_W1,BL1,0,1,1,0,0,0,0,65.82509703707059
2014-10-07,Law,3.3758707865168613,1.3735955056179776,209.19732874160147,356,55,32,0.632183908045977,1201.8100000000027,2014-10-07,Law,2,2014_Fall_W1,BL1,0,1,1,0,0,0,0,61.96840518219182
2014-10-07,Stuart,4.5204265402843635,1.4881516587677726,285.921957577744,211,42,33,0.56,953.8100000000007,2014-10-07,Stuart,2,2014_Fall_W1,BL1,0,1,1,0,0,0,0,63.25110142366294
2014-10-08,GCIS,4.457787234042552,1.4978723404255319,295.2396910407916,235,24,22,0.5217391304347826,1047.5799999999997,2014-10-08,GCIS,3,2014_Fall_W1,BL1,0,1,0,1,0,0,0,66.23009927125952
2014-10-08,Harris,3.489214285714285,1.3071428571428572,234.96837541255124,140,24,14,0.631578947368421,488.4899999999999,2014-10-08,Harris,3,2014_Fall_W1,BL1,0,1,0,1,0,0,0,67.34134282740114
2014-10-08,Law,3.834661016949162,1.3728813559322033,241.57340078347517,354,74,28,0.7254901960784313,1357.4700000000034,2014-10-08,Law,3,2014_Fall_W1,BL1,0,1,0,1,0,0,0,62.99732876406108
2014-10-08,Stuart,4.415362318840581,1.5217391304347827,308.7220512084295,138,23,25,0.4791666666666667,609.3200000000002,2014-10-08,Stuart,3,2014_Fall_W1,BL1,0,1,0,1,0,0,0,69.91998140018916
2014-10-09,GCIS,4.702031872509962,1.5338645418326693,327.1060878746554,251,7,28,0.2,1180.2100000000005,2014-10-09,GCIS,4,2014_Fall_W1,BL1,0,1,0,0,1,0,0,69.5669652490137
2014-10-09,Harris,3.3984057971014527,1.3429951690821256,231.7631294312519,207,9,15,0.375,703.4700000000007,2014-10-09,Harris,4,2014_Fall_W1,BL1,0,1,0,0,1,0,0,68.19760301401494
2014-10-09,Law,3.16334792122539,1.3085339168490153,199.4900499516044,457,48,29,0.6233766233766234,1445.6500000000033,2014-10-09,Law,4,2014_Fall_W1,BL1,0,1,0,0,1,0,0,63.06294941921143
2014-10-09,Stuart,4.634600000000002,1.52,322.42420835292245,200,22,34,0.39285714285714285,926.9200000000003,2014-10-09,Stuart,4,2014_Fall_W1,BL1,0,1,0,0,1,0,0,69.56893979047217
2014-10-10,GCIS,4.868888888888891,1.5637860082304527,352.88643789153366,243,3,17,0.15,1183.1400000000003,2014-10-10,GCIS,5,2014_Fall_W1,BL1,0,1,0,0,0,1,0,72.47781700191241
2014-10-10,Harris,3.9323404255319154,1.3829787234042554,278.2225606763397,94,0,7,0.0,369.64000000000004,2014-10-10,Harris,5,2014_Fall_W1,BL1,0,1,0,0,0,1,0,70.75240965148774
2014-10-10,Law,3.77692307692308,1.413919413919414,249.30043104063074,273,3,7,0.3,1031.1000000000008,2014-10-10,Law,5,2014_Fall_W1,BL1,0,1,0,0,0,1,0,66.00622410444393
2014-10-10,Stuart,4.846449275362319,1.5724637681159421,349.3535318633636,138,10,26,0.2777777777777778,668.8100000000001,2014-10-10,Stuart,5,2014_Fall_W1,BL1,0,1,0,0,0,1,0,72.08442965437744
2014-10-13,GCIS,4.41292307692308,1.5025641025641026,315.325770668631,195,2,17,0.10526315789473684,860.5200000000006,2014-10-13,GCIS,1,2014_Fall_W2,BL1,0,2,0,0,0,0,1,71.45507981265166
2014-10-13,Harris,4.017256097560979,1.420731707317073,274.1816365326831,164,0,8,0.0,658.8300000000005,2014-10-13,Harris,1,2014_Fall_W2,BL1,0,2,0,0,0,0,1,68.25097277197456
2014-10-13,Law,3.447347328244283,1.3606870229007633,233.42014593819547,524,1,15,0.0625,1806.4100000000044,2014-10-13,Law,1,2014_Fall_W2,BL1,0,2,0,0,0,0,1,67.71007493958412
2014-10-13,Stuart,3.966237113402067,1.4329896907216495,275.0228825811306,194,11,23,0.3235294117647059,769.450000000001,2014-10-13,Stuart,1,2014_Fall_W2,BL1,0,2,0,0,0,0,1,69.3410087994532
2014-10-14,GCIS,4.758454545454548,1.55,335.8585033292752,220,0,9,0.0,1046.8600000000006,2014-10-14,GCIS,2,2014_Fall_W2,BL1,0,2,1,0,0,0,0,70.58142514991548
2014-10-14,Harris,3.7746788990825717,1.4174311926605505,267.90339211343576,218,0,15,0.0,822.8800000000007,2014-10-14,Harris,2,2014_Fall_W2,BL1,0,2,1,0,0,0,0,70.97382301274664
2014-10-14,Law,3.531700288184443,1.3746397694524495,246.33628629937542,347,0,7,0.0,1225.5000000000016,2014-10-14,Law,2,2014_Fall_W2,BL1,0,2,1,0,0,0,0,69.75005413780755
2014-10-14,Stuart,4.302327586206899,1.5301724137931034,296.89674307050694,232,11,25,0.3055555555555556,998.1400000000006,2014-10-14,Stuart,2,2014_Fall_W2,BL1,0,2,1,0,0,0,0,69.00840001638805
2014-10-15,GCIS,4.326956521739131,1.4652173913043478,309.2313411053114,230,1,16,0.058823529411764705,995.2000000000002,2014-10-15,GCIS,3,2014_Fall_W2,BL1,0,2,0,1,0,0,0,71.46624643711979
2014-10-15,Harris,3.772368421052633,1.388157894736842,274.6589486539902,152,0,7,0.0,573.4000000000002,2014-10-15,Harris,3,2014_Fall_W2,BL1,0,2,0,1,0,0,0,72.80809242310167
2014-10-15,Law,3.5802623906705646,1.314868804664723,239.33837500683444,343,4,10,0.2857142857142857,1228.0300000000036,2014-10-15,Law,3,2014_Fall_W2,BL1,0,2,0,1,0,0,0,66.8493950696188
2014-10-15,Stuart,4.80830409356725,1.5555555555555556,343.25716342932236,171,1,26,0.037037037037037035,822.2199999999997,2014-10-15,Stuart,3,2014_Fall_W2,BL1,0,2,0,1,0,0,0,71.38840571430292
2014-10-16,GCIS,4.677914893617026,1.5659574468085107,331.23529901472665,235,0,15,0.0,1099.310000000001,2014-10-16,GCIS,4,2014_Fall_W2,BL1,0,2,0,0,1,0,0,70.8083209180856
2014-10-16,Harris,3.992272727272728,1.47979797979798,291.3193262456843,198,0,8,0.0,790.4700000000001,2014-10-16,Harris,4,2014_Fall_W2,BL1,0,2,0,0,1,0,0,72.97079787549873
2014-10-16,Law,3.5068600000000107,1.344,230.5922023687547,500,1,17,0.05555555555555555,1753.4300000000053,2014-10-16,Law,4,2014_Fall_W2,BL1,0,2,0,0,1,0,0,65.7546073606457
2014-10-16,Stuart,4.386831683168318,1.4554455445544554,306.75328496954,202,7,17,0.2916666666666667,886.1400000000003,2014-10-16,Stuart,4,2014_Fall_W2,BL1,0,2,0,0,1,0,0,69.92592994769117
2014-10-17,GCIS,4.749641025641027,1.558974358974359,329.2897157608412,195,3,18,0.14285714285714285,926.1800000000002,2014-10-17,GCIS,5,2014_Fall_W2,BL1,0,2,0,0,0,1,0,69.32939015457472
2014-10-17,Harris,4.124945054945056,1.5604395604395604,303.79034043682924,91,0,8,0.0,375.37000000000006,2014-10-17,Harris,5,2014_Fall_W2,BL1,0,2,0,0,0,1,0,73.64712411687523
2014-10-17,Law,3.504379844961243,1.4031007751937985,235.93480590476926,258,0,12,0.0,904.1300000000007,2014-10-17,Law,5,2014_Fall_W2,BL1,0,2,0,0,0,1,0,67.32569422918212
2014-10-17,Stuart,4.713960396039603,1.5643564356435644,305.0834074952184,101,3,19,0.13636363636363635,476.1099999999999,2014-10-17,Stuart,5,2014_Fall_W2,BL1,0,2,0,0,0,1,0,64.71912826241218
2014-10-20,GCIS,4.069766355140191,1.47196261682243,289.6395863325327,214,2,15,0.11764705882352941,870.9300000000007,2014-10-20,GCIS,1,2014_Fall_W3,BL1,0,3,0,0,0,0,1,71.16860307391173
2014-10-20,Harris,3.7724203821656057,1.5031847133757963,250.07539963153152,157,0,4,0.0,592.2700000000001,2014-10-20,Harris,1,2014_Fall_W3,BL1,0,3,0,0,0,0,1,66.29043804709076
2014-10-20,Law,3.337405189620766,1.377245508982036,223.91063988918546,501,1,10,0.09090909090909091,1672.0400000000038,2014-10-20,Law,1,2014_Fall_W3,BL1,0,3,0,0,0,0,1,67.09123620516355
2014-10-20,Stuart,4.60568345323741,1.4460431654676258,324.97168788397346,139,2,12,0.14285714285714285,640.19,2014-10-20,Stuart,1,2014_Fall_W3,BL1,0,3,0,0,0,0,1,70.55884130628768
2014-10-21,GCIS,4.242844827586212,1.5129310344827587,300.39771755720454,232,1,21,0.045454545454545456,984.3400000000012,2014-10-21,GCIS,2,2014_Fall_W3,BL1,0,3,1,0,0,0,0,70.80101435811953
2014-10-21,Harris,3.5899029126213615,1.3592233009708738,256.7332240630336,206,0,8,0.0,739.5200000000004,2014-10-21,Harris,2,2014_Fall_W3,BL1,0,3,1,0,0,0,0,71.51536693664119
2014-10-21,Law,3.397449494949505,1.3131313131313131,228.59969860663702,396,2,11,0.15384615384615385,1345.390000000004,2014-10-21,Law,2,2014_Fall_W3,BL1,0,3,1,0,0,0,0,67.28567972723745
2014-10-21,Stuart,4.404471153846156,1.5288461538461537,293.3061901937082,208,8,23,0.25806451612903225,916.1300000000006,2014-10-21,Stuart,2,2014_Fall_W3,BL1,0,3,1,0,0,0,0,66.59282804873901
2014-10-22,GCIS,4.33361502347418,1.5446009389671362,310.8463048792043,213,2,10,0.16666666666666666,923.0600000000003,2014-10-22,GCIS,3,2014_Fall_W3,BL1,0,3,0,1,0,0,0,71.72909988437425
2014-10-22,Harris,3.665107913669061,1.381294964028777,270.0129079588708,139,0,6,0.0,509.4499999999995,2014-10-22,Harris,3,2014_Fall_W3,BL1,0,3,0,1,0,0,0,73.67120268187865
2014-10-22,Law,3.5521899736147797,1.3773087071240107,251.5868358130529,379,1,21,0.045454545454545456,1346.2800000000016,2014-10-22,Law,3,2014_Fall_W3,BL1,0,3,0,1,0,0,0,70.82583918140872
2014-10-22,Stuart,4.487048192771084,1.4518072289156627,296.0427036252169,166,2,10,0.16666666666666666,744.8499999999999,2014-10-22,Stuart,3,2014_Fall_W3,BL1,0,3,0,1,0,0,0,65.97716157855409
2014-10-23,GCIS,4.7431308411214985,1.6355140186915889,341.1905912038792,214,3,25,0.10714285714285714,1015.0300000000007,2014-10-23,GCIS,4,2014_Fall_W3,BL1,0,3,0,0,1,0,0,71.93362414670511
2014-10-23,Harris,3.679265536723163,1.3615819209039548,231.92919364275605,177,5,2,0.7142857142857143,651.2299999999998,2014-10-23,Harris,4,2014_Fall_W3,BL1,0,3,0,0,1,0,0,63.03681844320414
2014-10-23,Law,3.2505117270789015,1.3155650319829424,217.79261174065607,469,0,10,0.0,1524.4900000000048,2014-10-23,Law,4,2014_Fall_W3,BL1,0,3,0,0,1,0,0,67.00256145095565
2014-10-23,Stuart,4.2738265306122445,1.4795918367346939,291.34576298201716,196,9,23,0.28125,837.67,2014-10-23,Stuart,4,2014_Fall_W3,BL1,0,3,0,0,1,0,0,68.16976798079837
2014-10-24,GCIS,4.837047619047623,1.6523809523809523,348.24016255922055,210,3,17,0.15,1015.7800000000009,2014-10-24,GCIS,5,2014_Fall_W3,BL1,0,3,0,0,0,1,0,71.99436308790905
2014-10-24,Harris,4.399571428571429,1.5571428571428572,294.2670931335949,70,4,2,0.6666666666666666,307.97,2014-10-24,Harris,5,2014_Fall_W3,BL1,0,3,0,0,0,1,0,66.88539961474054
2014-10-24,Law,3.5086772486772486,1.3650793650793651,229.97987585791904,189,0,3,0.0,663.14,2014-10-24,Law,5,2014_Fall_W3,BL1,0,3,0,0,0,1,0,65.54603332199339
2014-10-24,Stuart,4.482065217391304,1.434782608695652,342.73939393462496,92,0,8,0.0,412.3499999999999,2014-10-24,Stuart,5,2014_Fall_W3,BL1,0,3,0,0,0,1,0,76.46907782705348
2014-10-27,GCIS,4.58801801801802,1.563063063063063,323.8477441571176,222,8,28,0.2222222222222222,1018.5400000000004,2014-10-27,GCIS,1,2014_Fall_W4,BL1,0,4,0,0,0,0,1,70.58554323137047
2014-10-27,Harris,4.217417582417585,1.4725274725274726,292.6138725708794,182,0,9,0.0,767.5700000000004,2014-10-27,Harris,1,2014_Fall_W4,BL1,0,4,0,0,0,0,1,69.38223850319844
2014-10-27,Law,3.7779661016949126,1.4322033898305084,248.69584618983322,118,3,2,0.6,445.79999999999967,2014-10-27,Law,1,2014_Fall_W4,BL1,0,4,0,0,0,0,1,65.82797184926052
2014-10-27,Stuart,4.61162162162162,1.4662162162162162,311.0276024075486,148,3,10,0.23076923076923078,682.5199999999999,2014-10-27,Stuart,1,2014_Fall_W4,BL1,0,4,0,0,0,0,1,67.44430222750573
2014-10-28,GCIS,4.573349514563108,1.5097087378640777,320.8722791441196,206,6,33,0.15384615384615385,942.1100000000002,2014-10-28,GCIS,2,2014_Fall_W4,BL1,0,4,1,0,0,0,0,70.16132882963626
2014-10-28,Harris,3.6457222222222234,1.3777777777777778,243.97595275768884,180,1,6,0.14285714285714285,656.2300000000002,2014-10-28,Harris,2,2014_Fall_W4,BL1,0,4,1,0,0,0,0,66.9211579726376
2014-10-28,Law,3.558405797101446,1.3840579710144927,238.27605745463708,138,3,4,0.42857142857142855,491.0599999999996,2014-10-28,Law,2,2014_Fall_W4,BL1,0,4,1,0,0,0,0,66.96146281256861
2014-10-28,Stuart,4.195116279069766,1.5069767441860464,298.72837592268877,215,7,20,0.25925925925925924,901.9499999999997,2014-10-28,Stuart,2,2014_Fall_W4,BL1,0,4,1,0,0,0,0,71.20860449401641
2014-10-29,GCIS,4.725633187772928,1.5676855895196506,349.8059939579526,229,5,28,0.15151515151515152,1082.1700000000005,2014-10-29,GCIS,3,2014_Fall_W4,BL1,0,4,0,1,0,0,0,74.02309490779739
