DateClean,cafe,SubTotal,Items,Proj_Calories,Count,Bottled_LC,Bottled_HC,LC%,TotalSales,Day_of_Week,Week,Treatment,Coupon,Week_of_Qtr,2,3,4,5,1,Cal_p_Dollar
12/5/14,Law,3.38,1.33,207.83,233,30,18,62.50%,786.51,5,2014_Fall_W9,BL1,0,9,0,0,0,1,0,61.57
12/5/14,Stuart,5.47,1.64,373.56,84,1,11,8.33%,459.38,5,2014_Fall_W9,BL1,0,9,0,0,0,1,0,68.31
12/8/14,GCIS,4.89,1.55,338.41,183,11,21,34.38%,894.03,1,2014_Fall_W9,BL1,0,9,0,0,0,0,1,69.27
12/8/14,Harris,4.10,1.43,291.87,132,2,14,12.50%,540.79,1,2014_Fall_W9,BL1,0,9,0,0,0,0,1,71.24
12/8/14,Law,3.42,1.42,215.79,238,33,12,73.33%,813.6,1,2014_Fall_W9,BL1,0,9,0,0,0,0,1,63.13
12/8/14,Stuart,5.23,1.63,379.89,96,2,14,12.50%,502.54,1,2014_Fall_W9,BL1,0,9,0,0,0,0,1,72.57
12/9/14,GCIS,4.41,1.51,314.99,241,9,32,21.95%,1063.62,2,2014_Fall_W9,BL1,0,9,1,0,0,0,0,71.37
12/9/14,Harris,4.42,1.56,281.96,97,3,9,25.00%,429.1,2,2014_Fall_W9,BL1,0,9,1,0,0,0,0,63.74
12/9/14,Law,3.47,1.43,222.30,221,29,16,64.44%,767.45,2,2014_Fall_W9,BL1,0,9,1,0,0,0,0,64.02
12/9/14,Stuart,5.13,1.72,371.83,96,4,9,30.77%,492.65,2,2014_Fall_W9,BL1,0,9,1,0,0,0,0,72.46
12/10/14,GCIS,4.38,1.50,315.57,223,15,23,39.47%,976.52,3,2014_Fall_W9,BL1,0,9,0,1,0,0,0,72.06
12/10/14,Harris,4.26,1.44,305.96,78,5,8,38.46%,332.49,3,2014_Fall_W9,BL1,0,9,0,1,0,0,0,71.78
12/10/14,Law,3.27,1.34,205.31,188,33,29,53.23%,615.02,3,2014_Fall_W9,BL1,0,9,0,1,0,0,0,62.76
12/10/14,Stuart,5.07,1.55,367.75,71,4,8,33.33%,360.15,3,2014_Fall_W9,BL1,0,9,0,1,0,0,0,72.50
12/11/14,GCIS,4.88,1.58,344.47,246,10,26,27.78%,1201.04,4,2014_Fall_W9,BL1,0,9,0,0,1,0,0,70.56
12/11/14,Harris,4.10,1.48,322.42,44,0,6,0.00%,180.47,4,2014_Fall_W9,BL1,0,9,0,0,1,0,0,78.61
12/11/14,Law,3.25,1.36,205.66,258,46,20,69.70%,839.02,4,2014_Fall_W9,BL1,0,9,0,0,1,0,0,63.24
12/11/14,Stuart,4.29,1.55,305.70,74,4,14,22.22%,317.46,4,2014_Fall_W9,BL1,0,9,0,0,1,0,0,71.26
12/12/14,GCIS,4.24,1.52,295.71,218,9,22,29.03%,924.55,5,2014_Fall_W9,BL1,0,9,0,0,0,1,0,69.73
12/12/14,Harris,4.15,1.60,322.39,43,0,7,0.00%,178.65,5,2014_Fall_W9,BL1,0,9,0,0,0,1,0,77.60
12/12/14,Law,3.38,1.41,236.33,185,25,17,59.52%,625.25,5,2014_Fall_W9,BL1,0,9,0,0,0,1,0,69.93
12/12/14,Stuart,3.98,1.48,273.53,62,2,8,20.00%,246.84,5,2014_Fall_W9,BL1,0,9,0,0,0,1,0,68.70
12/15/14,GCIS,4.52,1.53,305.85,182,1,12,7.69%,822.75,1,2014_Fall_W9,BL1,0,9,0,0,0,0,1,67.66
12/15/14,Law,3.80,1.50,256.23,204,29,24,54.72%,775.92,1,2014_Fall_W9,BL1,0,9,0,0,0,0,1,67.37
12/16/14,GCIS,4.20,1.42,288.25,166,0,12,0.00%,697.7,2,2014_Fall_W11,BL1,0,11,1,0,0,0,0,68.58
12/17/14,GCIS,4.45,1.52,318.77,195,0,10,0.00%,867.03,3,2014_Fall_W11,BL1,0,11,0,1,0,0,0,71.69
12/18/14,GCIS,4.49,1.53,315.37,206,0,12,0.00%,924.45,4,2014_Fall_W11,BL1,0,11,0,0,1,0,0,70.27
12/19/14,GCIS,4.78,1.56,335.51,167,0,14,0.00%,798.09,5,2014_Fall_W11,BL1,0,11,0,0,0,1,0,70.20
1/5/15,GCIS,4.42,1.46,295.79,211,5,20,20.00%,931.99,1,2015_Winter_W0,BL,0,0,0,0,0,0,1,66.97
1/5/15,Harris,3.64,1.44,248.86,126,5,12,29.41%,458.34,1,2015_Winter_W0,BL,0,0,0,0,0,0,1,68.41
1/5/15,Law,3.51,1.35,206.31,411,48,23,67.61%,1441.4,1,2015_Winter_W0,BL,0,0,0,0,0,0,1,58.83
1/5/15,Stuart,5.54,1.54,382.40,112,2,10,16.67%,620.98,1,2015_Winter_W0,BL,0,0,0,0,0,0,1,68.97
1/6/15,GCIS,4.21,1.46,281.24,242,1,21,4.55%,1018.86,2,2015_Winter_W0,BL,0,0,1,0,0,0,0,66.80
1/6/15,Harris,4.17,1.53,284.59,128,8,9,47.06%,533.87,2,2015_Winter_W0,BL,0,0,1,0,0,0,0,68.23
1/6/15,Law,3.18,1.30,187.64,395,42,25,62.69%,1257.39,2,2015_Winter_W0,BL,0,0,1,0,0,0,0,58.94
1/6/15,Stuart,4.73,1.45,320.88,170,9,17,34.62%,803.67,2,2015_Winter_W0,BL,0,0,1,0,0,0,0,67.88
1/7/15,GCIS,5.13,1.66,343.89,279,7,23,23.33%,1430.59,3,2015_Winter_W0,BL,0,0,0,1,0,0,0,67.07
1/7/15,Harris,4.18,1.42,273.68,146,7,6,53.85%,610.4,3,2015_Winter_W0,BL,0,0,0,1,0,0,0,65.46
1/7/15,Law,3.67,1.33,243.03,229,25,23,52.08%,840.64,3,2015_Winter_W0,BL,0,0,0,1,0,0,0,66.20
1/7/15,Stuart,4.58,1.59,322.39,150,2,16,11.11%,687.05,3,2015_Winter_W0,BL,0,0,0,1,0,0,0,70.38
1/8/15,GCIS,4.43,1.50,309.98,288,11,26,29.73%,1276.46,4,2015_Winter_W0,BL,0,0,0,0,1,0,0,69.94
1/8/15,Harris,3.94,1.45,267.06,139,5,7,41.67%,548.2,4,2015_Winter_W0,BL,0,0,0,0,1,0,0,67.71
1/8/15,Law,3.36,1.37,196.09,434,31,19,62.00%,1458.01,4,2015_Winter_W0,BL,0,0,0,0,1,0,0,58.37
1/8/15,Stuart,4.77,1.52,332.59,175,6,13,31.58%,835.01,4,2015_Winter_W0,BL,0,0,0,0,1,0,0,69.70
1/9/15,GCIS,4.41,1.50,319.82,293,7,29,19.44%,1291.16,5,2015_Winter_W0,BL,0,0,0,0,0,1,0,72.58
1/9/15,Harris,4.17,1.51,287.72,105,6,7,46.15%,437.34,5,2015_Winter_W0,BL,0,0,0,0,0,1,0,69.08
1/9/15,Law,3.74,1.40,229.21,318,37,23,61.67%,1189.4,5,2015_Winter_W0,BL,0,0,0,0,0,1,0,61.28
1/9/15,Stuart,4.73,1.46,313.70,102,1,4,20.00%,482.96,5,2015_Winter_W0,BL,0,0,0,0,0,1,0,66.25
1/12/15,GCIS,4.46,1.53,316.24,243,12,28,30.00%,1083.66,1,2015_Winter_W1,S2,0,1,0,0,0,0,1,70.91
1/12/15,Harris,4.13,1.45,273.84,182,10,15,40.00%,751.95,1,2015_Winter_W1,S4,0,1,0,0,0,0,1,66.28
1/12/15,Law,3.49,1.42,220.25,457,53,34,60.92%,1592.95,1,2015_Winter_W1,S1,0,1,0,0,0,0,1,63.19
1/12/15,Stuart,4.50,1.49,296.32,154,12,11,52.17%,693,1,2015_Winter_W1,S3,0,1,0,0,0,0,1,65.85
1/13/15,Harris,3.65,1.37,260.50,163,3,8,27.27%,594.82,2,2015_Winter_W1,S4,0,1,1,0,0,0,0,71.38
1/13/15,Law,3.49,1.40,212.95,384,35,31,53.03%,1341.4,2,2015_Winter_W1,S1,0,1,1,0,0,0,0,60.96
1/13/15,Stuart,4.88,1.55,342.36,175,3,23,11.54%,854.4,2,2015_Winter_W1,S3,0,1,1,0,0,0,0,70.12
1/14/15,GCIS,4.52,1.48,320.26,241,8,31,20.51%,1088.59,3,2015_Winter_W1,S2,0,1,0,1,0,0,0,70.90
1/14/15,Harris,3.47,1.30,228.36,170,5,10,33.33%,590.21,3,2015_Winter_W1,S4,0,1,0,1,0,0,0,65.78
1/14/15,Law,3.95,1.37,234.13,213,24,14,63.16%,840.86,3,2015_Winter_W1,S1,0,1,0,1,0,0,0,59.31
1/14/15,Stuart,4.77,1.54,324.20,171,5,15,25.00%,815.88,3,2015_Winter_W1,S3,0,1,0,1,0,0,0,67.95
1/15/15,GCIS,4.57,1.55,328.16,255,6,31,16.22%,1165.12,4,2015_Winter_W1,S2,0,1,0,0,1,0,0,71.82
1/15/15,Harris,4.06,1.46,291.20,166,3,13,18.75%,673.65,4,2015_Winter_W1,S4,0,1,0,0,1,0,0,71.76
1/15/15,Law,3.41,1.37,209.09,358,37,28,56.92%,1219.55,4,2015_Winter_W1,S1,0,1,0,0,1,0,0,61.38
1/15/15,Stuart,4.83,1.52,326.91,170,4,21,16.00%,821.02,4,2015_Winter_W1,S3,0,1,0,0,1,0,0,67.69
1/16/15,GCIS,4.34,1.50,293.79,234,11,17,39.29%,1014.93,5,2015_Winter_W1,S2,0,1,0,0,0,1,0,67.74
1/16/15,Harris,4.11,1.52,276.51,105,8,7,53.33%,431.25,5,2015_Winter_W1,S4,0,1,0,0,0,1,0,67.32
1/16/15,Law,4.04,1.44,261.73,275,32,31,50.79%,1111.46,5,2015_Winter_W1,S1,0,1,0,0,0,1,0,64.76
1/16/15,Stuart,5.83,1.53,400.33,89,1,5,16.67%,519.25,5,2015_Winter_W1,S3,0,1,0,0,0,1,0,68.62
1/20/15,GCIS,4.18,1.54,295.52,254,15,26,36.59%,1060.58,2,2015_Winter_W2,BL,0,2,1,0,0,0,0,70.77
1/20/15,Harris,3.81,1.48,269.30,145,6,9,40.00%,552.94,2,2015_Winter_W2,BL,0,2,1,0,0,0,0,70.62
1/20/15,Law,3.41,1.34,208.94,420,54,32,62.79%,1430.31,2,2015_Winter_W2,BL,0,2,1,0,0,0,0,61.35
1/20/15,Stuart,5.00,1.60,335.33,197,4,12,25.00%,984.83,2,2015_Winter_W2,BL,0,2,1,0,0,0,0,67.08
1/21/15,GCIS,4.20,1.50,290.19,250,9,24,27.27%,1051.08,3,2015_Winter_W2,BL,0,2,0,1,0,0,0,69.02
1/21/15,Harris,3.66,1.43,252.88,189,2,18,10.00%,691.18,3,2015_Winter_W2,BL,0,2,0,1,0,0,0,69.15
1/21/15,Law,3.46,1.40,212.74,308,55,33,62.50%,1065.44,3,2015_Winter_W2,BL,0,2,0,1,0,0,0,61.50
1/21/15,Stuart,4.59,1.56,288.40,140,3,5,37.50%,642.25,3,2015_Winter_W2,BL,0,2,0,1,0,0,0,62.87
1/22/15,GCIS,4.55,1.58,318.89,251,10,24,29.41%,1142.61,4,2015_Winter_W2,BL,0,2,0,0,1,0,0,70.05
1/22/15,Harris,3.41,1.47,265.22,129,6,8,42.86%,439.64,4,2015_Winter_W2,BL,0,2,0,0,1,0,0,77.82
1/22/15,Law,3.57,1.38,206.97,362,45,22,67.16%,1291.49,4,2015_Winter_W2,BL,0,2,0,0,1,0,0,58.01
1/22/15,Stuart,4.70,1.60,332.70,167,5,16,23.81%,785.6,4,2015_Winter_W2,BL,0,2,0,0,1,0,0,70.73
1/23/15,GCIS,4.61,1.51,321.52,255,6,23,20.69%,1176.31,5,2015_Winter_W2,BL,0,2,0,0,0,1,0,69.70
1/23/15,Harris,4.02,1.60,304.34,100,2,12,14.29%,401.56,5,2015_Winter_W2,BL,0,2,0,0,0,1,0,75.79
1/23/15,Law,3.30,1.35,204.26,283,36,15,70.59%,933.35,5,2015_Winter_W2,BL,0,2,0,0,0,1,0,61.93
1/23/15,Stuart,5.16,1.49,339.69,101,3,5,37.50%,521.66,5,2015_Winter_W2,BL,0,2,0,0,0,1,0,65.77
1/26/15,GCIS,4.47,1.52,299.69,178,7,18,28.00%,795.73,1,2015_Winter_W3,S4,0,3,0,0,0,0,1,67.04
1/26/15,Harris,3.48,1.32,250.10,178,1,10,9.09%,619.98,1,2015_Winter_W3,S3,0,3,0,0,0,0,1,71.80
1/26/15,Law,3.47,1.40,217.48,415,42,29,59.15%,1441.91,1,2015_Winter_W3,BL,0,3,0,0,0,0,1,62.59
1/26/15,Stuart,4.51,1.44,285.56,174,7,7,50.00%,785.44,1,2015_Winter_W3,S1,0,3,0,0,0,0,1,63.26
1/27/15,GCIS,4.58,1.55,314.48,258,8,29,21.62%,1182.27,2,2015_Winter_W3,S4,0,3,1,0,0,0,0,68.63
1/27/15,Harris,3.76,1.39,269.48,164,4,12,25.00%,615.97,2,2015_Winter_W3,S3,0,3,1,0,0,0,0,71.75
1/27/15,Law,3.17,1.33,195.09,426,37,26,58.73%,1349.45,2,2015_Winter_W3,BL,0,3,1,0,0,0,0,61.59
1/27/15,Stuart,4.74,1.57,331.69,171,2,15,11.76%,809.73,2,2015_Winter_W3,S1,0,3,1,0,0,0,0,70.05
1/28/15,GCIS,4.44,1.51,315.62,241,9,27,25.00%,1070.22,3,2015_Winter_W3,S4,0,3,0,1,0,0,0,71.07
1/28/15,Harris,3.71,1.38,274.69,165,1,3,25.00%,612.08,3,2015_Winter_W3,S3,0,3,0,1,0,0,0,74.05
1/28/15,Law,3.63,1.44,225.79,286,43,21,67.19%,1039.15,3,2015_Winter_W3,BL,0,3,0,1,0,0,0,62.14
1/28/15,Stuart,4.56,1.47,310.26,169,1,10,9.09%,769.88,3,2015_Winter_W3,S1,0,3,0,1,0,0,0,68.11
1/29/15,GCIS,4.74,1.58,328.58,264,8,28,22.22%,1251.72,4,2015_Winter_W3,S4,0,3,0,0,1,0,0,69.30
1/29/15,Harris,4.32,1.44,305.17,167,1,7,12.50%,721.07,4,2015_Winter_W3,S3,0,3,0,0,1,0,0,70.68
1/29/15,Law,3.35,1.39,199.90,375,49,28,63.64%,1255.28,4,2015_Winter_W3,BL,0,3,0,0,1,0,0,59.72
1/29/15,Stuart,4.83,1.57,314.40,191,5,7,41.67%,922.96,4,2015_Winter_W3,S1,0,3,0,0,1,0,0,65.06
1/30/15,GCIS,4.56,1.55,335.89,253,8,34,19.05%,1152.8,5,2015_Winter_W3,S4,0,3,0,0,0,1,0,73.72
1/30/15,Harris,4.04,1.50,289.61,96,0,3,0.00%,387.96,5,2015_Winter_W3,S3,0,3,0,0,0,1,0,71.66
1/30/15,Law,3.56,1.36,232.73,303,30,23,56.60%,1079.85,5,2015_Winter_W3,BL,0,3,0,0,0,1,0,65.30
1/30/15,Stuart,5.35,1.55,374.31,112,1,6,14.29%,599.21,5,2015_Winter_W3,S1,0,3,0,0,0,1,0,69.96
2/2/15,GCIS,4.91,1.58,357.69,241,6,28,17.65%,1183.37,1,2015_Winter_W4,BL,0,4,0,0,0,0,1,72.85
2/2/15,Law,3.51,1.40,220.01,460,60,27,68.97%,1616.79,1,2015_Winter_W4,BL,0,4,0,0,0,0,1,62.60
2/2/15,Stuart,4.55,1.49,287.41,132,10,13,43.48%,599.95,1,2015_Winter_W4,BL,0,4,0,0,0,0,1,63.23
2/3/15,GCIS,4.94,1.63,348.23,288,12,24,33.33%,1423.51,2,2015_Winter_W4,BL,0,4,1,0,0,0,0,70.45
2/3/15,Harris,4.10,1.57,306.34,189,7,10,41.18%,775.14,2,2015_Winter_W4,BL,0,4,1,0,0,0,0,74.69
2/3/15,Law,3.99,1.34,222.44,437,43,32,57.33%,1742.97,2,2015_Winter_W4,BL,0,4,1,0,0,0,0,55.77
2/3/15,Stuart,4.90,1.59,343.43,185,3,9,25.00%,906.3,2,2015_Winter_W4,BL,0,4,1,0,0,0,0,70.10
2/4/15,GCIS,4.96,1.64,352.32,271,11,34,24.44%,1344.16,3,2015_Winter_W4,BL,0,4,0,1,0,0,0,71.03
2/4/15,Harris,3.80,1.42,274.68,189,7,6,53.85%,718.87,3,2015_Winter_W4,BL,0,4,0,1,0,0,0,72.22
2/4/15,Law,3.88,1.41,241.85,349,49,26,65.33%,1354.32,3,2015_Winter_W4,BL,0,4,0,1,0,0,0,62.32
2/4/15,Stuart,5.30,1.62,354.80,158,7,7,50.00%,837.11,3,2015_Winter_W4,BL,0,4,0,1,0,0,0,66.97
2/5/15,GCIS,4.87,1.63,329.02,261,8,37,17.78%,1270.83,4,2015_Winter_W4,BL,0,4,0,0,1,0,0,67.57
2/5/15,Harris,4.09,1.56,307.91,190,8,11,42.11%,777.31,4,2015_Winter_W4,BL,0,4,0,0,1,0,0,75.26
2/5/15,Law,3.46,1.34,207.22,475,52,33,61.18%,1641.62,4,2015_Winter_W4,BL,0,4,0,0,1,0,0,59.96
2/5/15,Stuart,4.74,1.62,330.60,181,5,10,33.33%,858.58,4,2015_Winter_W4,BL,0,4,0,0,1,0,0,69.70
2/6/15,GCIS,4.46,1.60,319.12,248,11,38,22.45%,1106.17,5,2015_Winter_W4,BL,0,4,0,0,0,1,0,71.55
2/6/15,Harris,4.03,1.45,281.62,150,1,7,12.50%,604.91,5,2015_Winter_W4,BL,0,4,0,0,0,1,0,69.83
2/6/15,Law,3.80,1.43,236.02,347,37,32,53.62%,1318.74,5,2015_Winter_W4,BL,0,4,0,0,0,1,0,62.10
2/6/15,Stuart,5.21,1.51,349.87,103,3,5,37.50%,536.85,5,2015_Winter_W4,BL,0,4,0,0,0,1,0,67.13
2/9/15,GCIS,4.21,1.46,281.88,234,6,27,18.18%,985.09,1,2015_Winter_W5,S1,0,5,0,0,0,0,1,66.96
2/9/15,Harris,3.91,1.40,299.46,191,6,16,27.27%,746.92,1,2015_Winter_W5,S2,0,5,0,0,0,0,1,76.58
2/9/15,Law,3.50,1.42,213.14,441,56,35,61.54%,1542.51,1,2015_Winter_W5,BL,0,5,0,0,0,0,1,60.94
2/9/15,Stuart,5.21,1.58,359.67,131,2,13,13.33%,682.3,1,2015_Winter_W5,S4,0,5,0,0,0,0,1,69.06
2/10/15,GCIS,4.77,1.48,294.00,255,11,28,28.21%,1215.72,2,2015_Winter_W5,S1,0,5,1,0,0,0,0,61.67
2/10/15,Harris,4.18,1.48,306.19,170,1,4,20.00%,711.37,2,2015_Winter_W5,S2,0,5,1,0,0,0,0,73.17
2/10/15,Law,3.46,1.37,215.21,432,45,30,60.00%,1492.56,2,2015_Winter_W5,BL,0,5,1,0,0,0,0,62.29
2/10/15,Stuart,4.43,1.49,296.29,171,9,16,36.00%,756.98,2,2015_Winter_W5,S4,0,5,1,0,0,0,0,66.93
2/11/15,GCIS,4.60,1.52,320.44,250,7,35,16.67%,1149.8,3,2015_Winter_W5,S1,0,5,0,1,0,0,0,69.67
2/11/15,Harris,3.93,1.46,310.58,182,5,16,23.81%,714.88,3,2015_Winter_W5,S2,0,5,0,1,0,0,0,79.07
2/11/15,Law,3.40,1.35,206.21,296,39,16,70.91%,1005.48,3,2015_Winter_W5,BL,0,5,0,1,0,0,0,60.71
2/11/15,Stuart,5.26,1.64,341.51,148,8,14,36.36%,778.23,3,2015_Winter_W5,S4,0,5,0,1,0,0,0,64.95
2/12/15,GCIS,4.36,1.56,306.37,227,15,19,44.12%,989.29,4,2015_Winter_W5,S1,0,5,0,0,1,0,0,70.30
2/12/15,Harris,4.10,1.48,272.57,176,1,7,12.50%,720.96,4,2015_Winter_W5,S2,0,5,0,0,1,0,0,66.54
2/12/15,Law,3.55,1.42,213.77,434,67,36,65.05%,1540.62,4,2015_Winter_W5,BL,0,5,0,0,1,0,0,60.22
2/12/15,Stuart,5.00,1.59,317.95,160,3,8,27.27%,799.21,4,2015_Winter_W5,S4,0,5,0,0,1,0,0,63.65
2/13/15,GCIS,4.48,1.51,306.56,237,7,23,23.33%,1062.64,5,2015_Winter_W5,S1,0,5,0,0,0,1,0,68.37
2/13/15,Harris,4.40,1.53,312.53,137,2,5,28.57%,602.25,5,2015_Winter_W5,S2,0,5,0,0,0,1,0,71.09
2/13/15,Law,3.69,1.35,225.17,349,32,28,53.33%,1287.39,5,2015_Winter_W5,BL,0,5,0,0,0,1,0,61.04
2/13/15,Stuart,4.93,1.63,302.65,54,1,8,11.11%,266.24,5,2015_Winter_W5,S4,0,5,0,0,0,1,0,61.38
2/16/15,GCIS,4.08,1.56,296.59,248,6,24,20.00%,1010.77,1,2015_Winter_W6,BL,1,6,0,0,0,0,1,72.77
2/16/15,Harris,3.71,1.84,289.04,214,8,13,38.10%,794.84,1,2015_Winter_W6,BL,1,6,0,0,0,0,1,77.82
2/16/15,Law,3.15,1.75,217.29,385,55,29,65.48%,1211.33,1,2015_Winter_W6,BL,1,6,0,0,0,0,1,69.06
2/16/15,Stuart,4.44,1.43,301.52,132,3,9,25.00%,585.76,1,2015_Winter_W6,BL,1,6,0,0,0,0,1,67.95
2/17/15,GCIS,4.29,1.54,303.67,265,4,18,18.18%,1136.87,2,2015_Winter_W6,BL,0,6,1,0,0,0,0,70.78
2/17/15,Harris,3.94,1.85,298.56,198,3,15,16.67%,779.53,2,2015_Winter_W6,BL,0,6,1,0,0,0,0,75.83
2/17/15,Law,3.35,1.87,240.53,476,61,32,65.59%,1595.02,2,2015_Winter_W6,BL,0,6,1,0,0,0,0,71.78
2/17/15,Stuart,4.67,1.63,325.00,175,4,13,23.53%,816.39,2,2015_Winter_W6,BL,0,6,1,0,0,0,0,69.67
2/18/15,GCIS,4.21,1.53,299.60,288,10,27,27.03%,1213.8,3,2015_Winter_W6,BL,1,6,0,1,0,0,0,71.09
2/18/15,Harris,4.00,1.80,311.25,211,2,17,10.53%,844.56,3,2015_Winter_W6,BL,1,6,0,1,0,0,0,77.76
2/18/15,Law,3.18,1.97,235.34,320,56,19,74.67%,1016.55,3,2015_Winter_W6,BL,1,6,0,1,0,0,0,74.08
2/19/15,GCIS,4.70,1.57,352.37,299,9,30,23.08%,1404.62,4,2015_Winter_W6,BL,0,6,0,0,1,0,0,75.01
2/19/15,Harris,4.32,1.44,308.87,196,1,12,7.69%,846.74,4,2015_Winter_W6,BL,0,6,0,0,1,0,0,71.50
2/19/15,Law,3.09,1.32,175.15,444,55,38,59.14%,1370.25,4,2015_Winter_W6,BL,0,6,0,0,1,0,0,56.75
2/19/15,Stuart,4.96,1.57,331.84,180,8,13,38.10%,893.5,4,2015_Winter_W6,BL,0,6,0,0,1,0,0,66.85
2/20/15,GCIS,4.54,1.53,308.81,274,13,27,32.50%,1242.9,5,2015_Winter_W6,BL,1,6,0,0,0,1,0,68.08
2/20/15,Harris,4.21,1.40,290.07,174,5,10,33.33%,731.93,5,2015_Winter_W6,BL,1,6,0,0,0,1,0,68.96
2/20/15,Law,3.75,1.42,240.06,417,43,27,61.43%,1563.35,5,2015_Winter_W6,BL,1,6,0,0,0,1,0,64.03
2/20/15,Stuart,6.00,1.84,431.13,87,5,4,55.56%,521.89,5,2015_Winter_W6,BL,1,6,0,0,0,1,0,71.87
2/23/15,GCIS,4.35,1.51,301.10,249,14,15,48.28%,1082.56,1,2015_Winter_W7,BL,0,7,0,0,0,0,1,69.26
2/23/15,Harris,4.63,1.53,355.24,165,2,7,22.22%,764.06,1,2015_Winter_W7,BL,0,7,0,0,0,0,1,76.72
2/23/15,Law,3.49,1.37,215.08,449,39,21,65.00%,1565.85,1,2015_Winter_W7,BL,0,7,0,0,0,0,1,61.67
2/23/15,Stuart,5.00,1.47,323.32,155,10,16,38.46%,774.94,1,2015_Winter_W7,BL,0,7,0,0,0,0,1,64.67
2/24/15,GCIS,3.95,1.46,272.90,249,8,20,28.57%,983.92,2,2015_Winter_W7,BL,0,7,1,0,0,0,0,69.06
2/24/15,Harris,4.23,1.44,310.03,215,4,11,26.67%,910.48,2,2015_Winter_W7,BL,0,7,1,0,0,0,0,73.21
2/24/15,Law,3.29,1.32,193.98,465,62,37,62.63%,1529.87,2,2015_Winter_W7,BL,0,7,1,0,0,0,0,58.96
2/24/15,Stuart,4.55,1.46,303.27,191,4,19,17.39%,868.67,2,2015_Winter_W7,BL,0,7,1,0,0,0,0,66.68
2/25/15,GCIS,4.46,1.57,325.03,252,5,16,23.81%,1123.95,3,2015_Winter_W7,BL,0,7,0,1,0,0,0,72.88
2/25/15,Harris,4.05,1.47,294.23,220,1,10,9.09%,890.24,3,2015_Winter_W7,BL,0,7,0,1,0,0,0,72.71
2/25/15,Law,3.64,1.42,231.55,368,44,40,52.38%,1340.21,3,2015_Winter_W7,BL,0,7,0,1,0,0,0,63.58
2/25/15,Stuart,4.73,1.56,313.11,181,8,25,24.24%,855.92,3,2015_Winter_W7,BL,0,7,0,1,0,0,0,66.21
2/26/15,GCIS,4.69,1.64,321.67,277,14,32,30.43%,1300.38,4,2015_Winter_W7,BL,0,7,0,0,1,0,0,68.52
2/26/15,Harris,4.61,1.56,345.28,185,1,14,6.67%,853.35,4,2015_Winter_W7,BL,0,7,0,0,1,0,0,74.85
2/26/15,Law,3.37,1.36,209.93,426,32,34,48.48%,1436.04,4,2015_Winter_W7,BL,0,7,0,0,1,0,0,62.28
2/26/15,Stuart,4.82,1.56,314.87,186,11,16,40.74%,896.99,4,2015_Winter_W7,BL,0,7,0,0,1,0,0,65.29
2/27/15,GCIS,4.57,1.52,325.39,254,9,20,31.03%,1160.4,5,2015_Winter_W7,BL,0,7,0,0,0,1,0,71.23
2/27/15,Harris,4.20,1.56,305.01,135,1,6,14.29%,567.31,5,2015_Winter_W7,BL,0,7,0,0,0,1,0,72.58
2/27/15,Law,3.48,1.38,231.92,305,36,22,62.07%,1062,5,2015_Winter_W7,BL,0,7,0,0,0,1,0,66.61
2/27/15,Stuart,5.32,1.56,357.57,112,5,5,50.00%,596.24,5,2015_Winter_W7,BL,0,7,0,0,0,1,0,67.17
3/2/15,GCIS,4.42,1.51,300.48,239,16,28,36.36%,1055.98,1,2015_Winter_W8,S3,0,8,0,0,0,0,1,68.01
3/2/15,Harris,3.66,1.40,262.94,187,6,9,40.00%,683.69,1,2015_Winter_W8,S1,0,8,0,0,0,0,1,71.92
3/2/15,Law,3.41,1.41,213.38,460,64,37,63.37%,1567.01,1,2015_Winter_W8,BL,0,8,0,0,0,0,1,62.64
3/2/15,Stuart,4.93,1.58,322.92,136,11,14,44.00%,670.6,1,2015_Winter_W8,S2,0,8,0,0,0,0,1,65.49
3/3/15,GCIS,4.43,1.55,313.51,242,6,18,25.00%,1072.03,2,2015_Winter_W8,S3,0,8,1,0,0,0,0,70.77
3/3/15,Harris,4.12,1.47,304.94,158,7,9,43.75%,650.55,2,2015_Winter_W8,S1,0,8,1,0,0,0,0,74.06
3/3/15,Law,3.71,1.48,233.46,409,58,24,70.73%,1515.74,2,2015_Winter_W8,BL,0,8,1,0,0,0,0,63.00
3/3/15,Stuart,5.08,1.65,338.82,163,10,16,38.46%,828.15,2,2015_Winter_W8,S2,0,8,1,0,0,0,0,66.69
3/4/15,GCIS,4.32,1.58,299.37,259,20,29,40.82%,1118.66,3,2015_Winter_W8,S3,0,8,0,1,0,0,0,69.31
3/4/15,Harris,4.02,1.44,285.41,202,0,9,0.00%,812.7,3,2015_Winter_W8,S1,0,8,0,1,0,0,0,70.94
3/4/15,Law,3.83,1.41,238.96,346,56,28,66.67%,1326.37,3,2015_Winter_W8,BL,0,8,0,1,0,0,0,62.34
3/4/15,Stuart,4.61,1.53,295.18,171,7,9,43.75%,788.94,3,2015_Winter_W8,S2,0,8,0,1,0,0,0,63.98
3/5/15,GCIS,4.76,1.64,331.20,259,16,23,41.03%,1231.7,4,2015_Winter_W8,S3,0,8,0,0,1,0,0,69.64
3/5/15,Harris,3.85,1.40,270.33,185,2,6,25.00%,712.7,4,2015_Winter_W8,S1,0,8,0,0,1,0,0,70.17
3/5/15,Law,3.45,1.41,215.42,460,48,39,55.17%,1587.56,4,2015_Winter_W8,BL,0,8,0,0,1,0,0,62.42
