DateClean,cafe,SubTotal,Items,Proj_Calories,Count,Bottled_LC,Bottled_HC,LC%,TotalSales,Day_of_Week,Week,Treatment,Coupon,Week_of_Qtr,2,3,4,5,1,Cal_p_Dollar
3/5/15,Stuart,4.92,1.53,326.29,193,8,22,26.67%,950.48,4,2015_Winter_W8,S2,0,8,0,0,1,0,0,66.25
3/6/15,GCIS,4.19,1.49,290.16,227,10,22,31.25%,951.98,5,2015_Winter_W8,S3,0,8,0,0,0,1,0,69.19
3/6/15,Harris,4.12,1.44,300.38,149,1,8,11.11%,613.16,5,2015_Winter_W8,S1,0,8,0,0,0,1,0,72.99
3/6/15,Law,3.67,1.40,228.72,345,41,29,58.57%,1267.62,5,2015_Winter_W8,BL,0,8,0,0,0,1,0,62.25
3/6/15,Stuart,5.35,1.67,355.99,97,7,3,70.00%,519.32,5,2015_Winter_W8,S2,0,8,0,0,0,1,0,66.49
3/9/15,GCIS,4.13,1.46,278.23,218,14,26,35.00%,900.9,1,2015_Winter_W9,BL,0,9,0,0,0,0,1,67.33
3/9/15,Harris,3.51,1.38,258.07,196,8,16,33.33%,687.24,1,2015_Winter_W9,BL,0,9,0,0,0,0,1,73.60
3/9/15,Law,3.58,1.48,233.72,256,31,27,53.45%,915.43,1,2015_Winter_W9,BL,0,9,0,0,0,0,1,65.36
3/9/15,Stuart,4.55,1.62,288.66,135,34,20,62.96%,614.17,1,2015_Winter_W9,BL,0,9,0,0,0,0,1,63.45
3/10/15,GCIS,4.33,1.51,307.30,248,14,17,45.16%,1073.24,2,2015_Winter_W9,BL,0,9,1,0,0,0,0,71.01
3/10/15,Harris,3.77,1.42,270.20,212,1,8,11.11%,798.8,2,2015_Winter_W9,BL,0,9,1,0,0,0,0,71.71
3/10/15,Law,3.88,1.43,230.40,253,41,27,60.29%,980.9,2,2015_Winter_W9,BL,0,9,1,0,0,0,0,59.43
3/10/15,Stuart,4.76,1.52,310.64,175,9,17,34.62%,832.8,2,2015_Winter_W9,BL,0,9,1,0,0,0,0,65.28
3/11/15,GCIS,4.37,1.50,309.89,255,9,34,20.93%,1114.58,3,2015_Winter_W9,BL,0,9,0,1,0,0,0,70.90
3/11/15,Harris,3.69,1.36,268.74,209,3,8,27.27%,772.03,3,2015_Winter_W9,BL,0,9,0,1,0,0,0,72.75
3/11/15,Law,3.49,1.39,199.27,193,34,15,69.39%,674.03,3,2015_Winter_W9,BL,0,9,0,1,0,0,0,57.06
3/11/15,Stuart,4.69,1.46,308.96,124,3,10,23.08%,581.13,3,2015_Winter_W9,BL,0,9,0,1,0,0,0,65.93
3/12/15,GCIS,4.28,1.56,293.15,230,7,23,23.33%,983.73,4,2015_Winter_W9,BL,0,9,0,0,1,0,0,68.54
3/12/15,Harris,4.03,1.43,295.92,212,3,5,37.50%,854.86,4,2015_Winter_W9,BL,0,9,0,0,1,0,0,73.39
3/12/15,Law,3.34,1.44,208.50,268,41,24,63.08%,894.77,4,2015_Winter_W9,BL,0,9,0,0,1,0,0,62.45
3/12/15,Stuart,5.15,1.65,329.06,63,4,9,30.77%,324.45,4,2015_Winter_W9,BL,0,9,0,0,1,0,0,63.90
3/13/15,GCIS,4.26,1.52,298.36,223,9,22,29.03%,950.5,5,2015_Winter_W9,BL,0,9,0,0,0,1,0,70.00
3/13/15,Harris,4.17,1.42,315.37,142,2,3,40.00%,591.57,5,2015_Winter_W9,BL,0,9,0,0,0,1,0,75.70
3/13/15,Law,3.30,1.44,196.57,216,35,18,66.04%,713.26,5,2015_Winter_W9,BL,0,9,0,0,0,1,0,59.53
3/13/15,Stuart,5.29,1.57,328.47,76,6,8,42.86%,402,5,2015_Winter_W9,BL,0,9,0,0,0,1,0,62.10
